animal,group,slice,y,x
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,502.3632707774799,1205.2680965147454
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,511.03655352480416,949.5932114882506
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,507.69686411149826,1308.6620209059233
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,518.8359746434231,1130.271790808241
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,536.246288209607,1029.8480349344977
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,528.7186379928315,1322.136200716846
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,545.9883720930233,1378.889840881273
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,535.7728813559322,1063.2
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,550.9717391304348,1186.371739130435
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,553.5458015267176,1512.9332061068703
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,554.0492610837439,993.8768472906404
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,564.1569620253165,1119.6050632911392
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,580.0886666666667,920.6826666666667
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,587.4165853658536,1015.7082926829269
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,594.7113402061856,1089.0662739322534
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,596.9604316546763,1296.2913669064749
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,599.4547413793103,1340.0431034482758
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,600.4866071428571,901.9285714285714
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,616.062980030722,1156.416282642089
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,618.8090452261307,1492.889447236181
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,634.8260188087775,1280.962382445141
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,652.7527173913044,1386.0638586956522
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,680.7339268051434,1589.131552917903
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,670.36646884273,1094.580118694362
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,675.1338289962825,1065.9423791821562
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,683.8753799392098,1312.2026342451875
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,686.0722891566265,1286.0068846815834
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,705.0707456978968,1035.0057361376673
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,715.7186629526462,1369.933147632312
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,743.8893617021276,1113.2808510638297
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,749.1348547717843,1332.2427385892115
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,751.5780051150895,985.5166240409208
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,772.354351687389,1057.8055062166964
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,772.1592592592592,918.9148148148148
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,781.362563237774,1179.470489038786
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,792.6206896551724,1367.3655172413794
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,802.4473420260782,1724.8565697091274
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,800.5197368421053,1203.8322368421052
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,811.242656449553,901.3895274584929
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,808.9984732824428,1059.26106870229
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,807.4602510460251,1233.4225941422594
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,817.388746803069,1084.8823529411766
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,822.7250268528464,1488.6433941997852
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,836.6170431211499,888.1396303901438
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,831.5025641025641,1110.1094017094017
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,840.8911845730028,1021.8925619834711
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,855.6560175054705,1118.0840262582058
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,842.3680926916221,1304.897504456328
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,850.0372340425532,979.4787234042553
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,871.0971962616823,1304.0747663551401
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,875.2360801781737,1010.4187082405346
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,886.7782193958665,935.9960254372019
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,881.0,1067.4694376528118
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,904.2477328936521,1227.5333882934872
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,893.5660964230171,1149.8958009331259
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,904.8740310077519,1180.327519379845
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,913.1864406779661,991.8474576271186
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,924.4526445264453,1097.8290282902828
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,922.7234042553191,952.7617021276595
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,940.1347678369195,1056.5889014722536
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,946.8777292576419,1162.0109170305677
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,956.995057660626,1130.812191103789
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,957.2729912875121,1278.8528557599225
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,957.5121951219512,1019.8034433285509
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,968.6858108108108,1185.9527027027027
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,979.3568773234201,1232.757434944238
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,989.6683274021352,1092.820640569395
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,976.7378151260505,992.690756302521
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,970.7330097087379,1337.2038834951456
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1029.338374717833,1239.0864559819413
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,986.655737704918,1210.7939110070258
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,990.916890080429,1051.833780160858
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1027.6058394160584,1025.1008626410087
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1024.468085106383,1118.872340425532
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1038.8685586258403,1167.5922330097087
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1078.7930131004366,1050.4471615720524
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1064.817365269461,1179.5718562874251
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1104.1017498379779,1121.152300712897
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1086.5148514851485,1154.261386138614
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1118.1953125,1157.8229166666667
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1135.5905172413793,1176.9622844827586
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1150.8604166666667,1146.0916666666667
rat14.4,Gi,DCPP_14.4.2_10x_mCherry_10.24.22.jpg,1184.3662873399714,1064.1813655761025
